ts,ma20_tv,ema20_tv,macd_tv.dif,macd_tv.dea,macd_tv.hist,kdj_tv.k,kdj_tv.d,kdj_tv.j,rsi14_tv,cci20_tv,boll20_tv.mid,boll20_tv.up,boll20_tv.dn,ma20_cn,ema20_cn,macd_cn.dif,macd_cn.dea,macd_cn.hist,kdj_cn.k,kdj_cn.d,kdj_cn.j,rsi14_cn,cci20_cn,boll20_cn.mid,boll20_cn.up,boll20_cn.dn
1788123600000,78896.89,78773.9654735,-36.8882649544,40.1262114832,-77.0144764375,24.0135634862,22.8959002006,26.2488900574,39.7044191661,-212.898241014,78896.89,79329.2173107,78464.5626893,78896.89,78773.9654734,-36.8882360563,40.1262539804,-154.028980073,28.0470003879,27.9065499624,28.327901239,39.7044182867,-212.898241014,78896.89,79329.2173107,78464.5626893
1788124500000,78876.995,78757.5687618,-44.4501438521,23.2109404161,-67.6610842682,38.0972031981,27.9156799143,58.4602497656,44.7452828042,-127.014373543,78876.995,79324.9071587,78429.0828413,78876.995,78757.5687616,-44.4501170946,23.2109797654,-135.32219372,35.8732788807,30.5621262685,46.4955841051,44.7452821484,-127.014373543,78876.995,79324.9071587,78429.0828413
1788125400000,78849.325,78743.314594,-49.3815288135,8.6924465702,-58.0739753837,48.3943458178,36.8350375007,71.512962452,44.9780892284,-91.1775824591,78849.325,79291.9075838,78406.7424162,78849.325,78743.3145939,-49.381504038,8.6924830047,-116.147974085,43.4386800167,34.8543108513,60.6074183477,44.9780885823,-91.1775824591,78849.325,79291.9075838,78406.7424162
1788126300000,78814.765,78731.2370136,-51.9963571586,-3.44531417556,-48.551042983,56.8788434533,47.7901308231,75.0562687139,45.3278291579,-90.5312352201,78814.765,79214.6671594,78414.8628406,78814.765,78731.2370135,-51.9963342183,-3.44528043991,-97.1021075569,49.1395240795,39.616048594,68.1864750504,45.3278285262,-90.5312352201,78814.765,79214.6671594,78414.8628406
1788127200000,78784.285,78712.3192028,-60.1453382591,-14.7853189923,-45.3600192668,56.0227695807,53.7653196173,60.5376695075,42.4902558576,-77.4157644716,78784.285,79172.4683292,78396.1016708,78784.285,78712.3192027,-60.1453170181,-14.7852877556,-90.7200585251,49.0788874691,42.770328219,61.6960059691,42.4902551871,-77.4157644716,78784.285,79172.4683292,78396.1016708
1788128100000,78756.805,78677.8697549,-80.3629691696,-27.9008490277,-52.4621201419,44.4429103962,52.4481744767,28.4323822353,37.069138901,-139.277654859,78756.805,79184.1163313,78329.4936687,78756.805,78677.8697548,-80.3629495021,-27.9008201049,-104.924258794,40.6625598912,42.0677387764,37.8522021209,37.0691381855,-139.277654859,78756.805,79184.1163313,78329.4936687
1788129000000,78727.28,78653.9583497,-89.2085435961,-40.1623879414,-49.0461556547,36.4460428835,45.6372409535,18.0636467435,40.4924008023,-117.940026977,78727.28,79160.0815739,78294.4784261,78727.28,78653.9583496,-89.2085253855,-40.162361161,-98.092328449,39.2919098163,41.1424624564,35.5908045362,40.4924002037,-117.940026977,78727.28,79160.0815739,78294.4784261
1788129900000,78697.615,78629.4004116,-97.5712182198,-51.6441539971,-45.9270642227,32.2032500942,37.6974011246,21.2149480333,39.5587444865,-101.475861484,78697.615,79135.7837039,78259.4462961,78697.615,78629.4004115,-97.5712013581,-51.6441292004,-91.8541443154,38.2710185044,40.1853144724,34.4424265683,39.5587438809,-101.475861484,78697.615,79135.7837039,78259.4462961
1788130800000,78673.83,78601.2956105,-107.941163088,-62.9035558152,-45.0376072725,32.9144335655,33.8545755144,31.0341496677,37.6754974583,-109.240004264,78673.83,79136.0013842,78211.6586158,78673.83,78601.2956104,-107.941147475,-62.9035328553,-90.0752292394,34.1684973861,38.1797087769,26.1460746043,37.6754968416,-109.240004264,78673.83,79136.0013842,78211.6586158
1788131700000,78607.395,78510.5912666,-169.511448519,-84.225134356,-85.2863141629,22.0253678915,29.0476838504,7.98073597363,24.0185851519,-225.813399046,78607.395,79229.9614703,77984.8285297,78607.395,78510.5912666,-169.511434063,-84.2251130968,-170.572641932,24.0734691389,33.4776288976,5.26514962143,24.0185845743,-225.813399046,78607.395,79229.9614703,77984.8285297
1788132600000,78526.51,78408.8016222,-232.339319458,-113.847971376,-118.491348081,13.0117499957,22.6505171509,-6.26578431455,21.4844047231,-269.456317722,78526.51,79296.0956233,77756.9243767,78526.51,78408.8016222,-232.339306072,-113.847951692,-236.982708761,19.1117734903,28.6890104285,-0.0427003859989,21.4844041758,-269.456317722,78526.51,79296.0956233,77756.9243767
1788133500000,78458.22,78335.6014677,-263.088912706,-143.696159642,-119.392753064,17.3013456586,17.4461545153,17.0117279452,29.1919966322,-233.419259791,78458.22,79285.7070914,77630.7329086,78458.22,78335.6014677,-263.088900312,-143.696141416,-238.785517793,25.6852630396,27.6877612989,21.680266521,29.1919962226,-233.419259791,78458.22,79285.7070914,77630.7329086
1788134400000,78394.945,78277.8775184,-277.058663397,-170.368660393,-106.690003004,30.5483938641,20.2871631728,51.0708552466,32.4082549183,-156.016134569,78394.945,79241.8806516,77548.0093484,78394.945,78277.8775184,-277.058651922,-170.368643517,-213.380016809,31.66502778,29.0135167926,36.9680497549,32.4082545608,-156.016134569,78394.945,79241.8806516,77548.0093484
1788135300000,78344.655,78239.4415643,-273.295263929,-190.9539811,-82.3412828283,47.2401377534,31.6966257587,78.3271617429,37.375489817,-99.7226953522,78344.655,79189.8312123,77499.4787877,78344.655,78239.4415642,-273.295253303,-190.953965474,-164.682575657,40.8645564738,32.963863353,56.6659427154,37.3754895336,-99.7226953522,78344.655,79189.8312123,77499.4787877
1788136200000,78307.07,78216.6090343,-257.228836836,-204.208952247,-53.0198845883,56.8564103079,44.8816473085,80.8059363067,41.3923698169,-57.8097467051,78307.07,79143.3610931,77470.7789069,78307.07,78216.6090343,-257.228826997,-204.208937779,-106.039778437,49.8033909163,38.5770392074,72.2560943341,41.3923695879,-57.8097467051,78307.07,79143.3610931,77470.7789069
1788137100000,78260.71,78186.5986501,-249.543415759,-213.27584495,-36.2675708093,63.3139957367,55.8035145993,78.3349580114,39.2682236123,-62.2662592164,78260.71,79078.7953425,77442.6246575,78260.71,78186.5986501,-249.543406649,-213.275831553,-72.5351501927,54.2013651267,43.7851478472,75.0337996857,39.2682233769,-62.2662592164,78260.71,79078.7953425,77442.6246575
1788138000000,78200.25,78132.5702072,-263.189955762,-223.258667112,-39.9312886495,59.0880532041,59.7528197495,57.7585201132,33.8865038084,-90.2306080412,78200.25,79020.2781959,77380.2218041,78200.25,78132.5702072,-263.189947327,-223.258654708,-79.8625852379,51.662838839,46.4110448444,62.166426828,33.8865035655,-90.2306080412,78200.25,79020.2781959,77380.2218041
1788138900000,78146.985,78095.6301875,-260.878954843,-230.782724658,-30.0962301849,55.4535369842,59.2851953083,47.7902203359,37.95568503,-80.6911775262,78146.985,78939.6032871,77354.3667129,78146.985,78095.6301875,-260.878947033,-230.782713173,-60.1924677206,53.3677296065,48.7299397651,62.6433092893,37.9556848302,-80.6911775262,78146.985,78939.6032871,77354.3667129
1788139800000,78110.555,78059.151122,-258.656045806,-236.357388888,-22.2986569184,55.7937708417,56.7784536767,53.8244051717,37.3224294967,-64.6450055877,78110.555,78912.6527134,77308.4572866,78110.555,78059.151122,-258.656038575,-236.357378253,-44.5973206432,56.9178247776,51.4592347693,67.8350047943,37.322429296,-64.6450055877,78110.555,78912.6527134,77308.4572866
1788140700000,78062.845,78015.9748247,-262.486461281,-241.583203367,-20.9032579146,58.7413965346,56.6629014535,62.8983866969,35.2171613936,-71.8003085202,78062.845,78865.8463237,77259.8436763,78062.845,78015.9748247,-262.486454585,-241.58319352,-41.8065221313,56.4214376326,53.1133023904,63.0377081169,35.2171611907,-71.8003085202,78062.845,78865.8463237,77259.8436763
1788141600000,78035.085,78006.5296033,-237.687083533,-240.8039794,3.11689586678,62.5088263203,59.0146645655,69.4971498299,44.9543642132,-45.6348838388,78035.085,78817.7170471,77252.4529529,78035.085,78006.5296033,-237.687077333,-240.803970282,6.23378589823,60.307558588,55.5113877896,69.8999001847,44.954364094,-45.6348838388,78035.085,78817.7170471,77252.4529529
1788142500000,77996.935,77990.5553554,-221.770909132,-236.997365346,15.2264562144,58.720588576,59.990270477,56.181224774,43.2005545398,-30.4901916033,77996.935,78738.6651484,77255.2048516,77996.935,77990.5553553,-221.770903391,-236.997356904,30.4529070258,57.7561396876,56.2596384222,60.7491422182,43.200554416,-30.4901916033,77996.935,78738.6651484,77255.2048516
1788143400000,77950.015,77959.9786549,-220.279081221,-233.653708521,13.3746273006,49.4768753235,56.9020967399,34.6264324906,39.5902344067,-46.650334398,77950.015,78648.6885698,77251.3414302,77950.015,77959.9786548,-220.279075905,-233.653700704,26.7492495984,47.7366009867,53.4186259437,36.3725510726,39.5902342759,-46.650334398,77950.015,78648.6885698,77251.3414302
1788144300000,77891.095,77910.2759258,-235.059226518,-233.934812121,-1.1244143977,31.2670690504,46.4881776499,0.824851851192,35.2536166019,-97.3850565575,77891.095,78552.7818095,77229.4081905,77891.095,77910.2759258,-235.059221597,-233.934804883,-2.24883342767,36.3078612176,47.7150377017,13.4935082494,35.2536164669,-97.3850565575,77891.095,78552.7818095,77229.4081905
1788145200000,77845.285,77882.2877424,-229.737012988,-233.095252294,3.35823930622,27.8628538763,36.2022660834,11.1840294621,40.6483335709,-87.0860106375,77845.285,78447.1329418,77243.4370582,77845.285,77882.2877424,-229.737008431,-233.095245592,6.71647432333,38.3521262666,44.5940672233,25.8682443531,40.6483334682,-87.0860106375,77845.285,78447.1329418,77243.4370582
1788146100000,77812.2,77863.8698622,-217.165626171,-229.909327069,12.7437008987,36.627265987,31.9190629712,46.0436720186,42.7376010077,-51.1944943903,77812.2,78370.4697198,77253.9302802,77812.2,77863.8698622,-217.165621951,-229.909320864,25.487397826,43.5650041501,44.2510461989,42.1929200525,42.7376009166,-51.1944943903,77812.2,78370.4697198,77253.9302802
1788147000000,77779.885,77855.9298753,-197.534304577,-223.434322571,25.900017994,55.0050448728,39.8317215787,85.351691461,45.3549066469,-16.8981664118,77779.885,78261.6965701,77298.0734299,77779.885,77855.9298753,-197.53430067,-223.434316825,51.8000323107,51.9045755457,46.8022226478,62.1092813413,45.3549065694,-16.8981664118,77779.885,78261.6965701,77298.0734299
1788147900000,77745.98,77842.7936967,-184.88829131,-215.725116319,30.8368250085,60.4004035898,50.6775714832,79.846067803,43.8811291416,1.2672225421,77745.98,78136.3208234,77355.6391766,77745.98,77842.7936967,-184.888287693,-215.725110999,61.6736466121,54.1452945356,49.2499132771,63.9360570527,43.8811290615,1.2672225421,77745.98,78136.3208234,77355.6391766
1788148800000,77707.405,77816.1276304,-185.254083864,-209.630909828,24.3768259637,53.7039987255,56.3698157294,48.3723647178,40.3728552333,-59.9564193856,77707.405,77997.061234,77417.748766,77707.405,77816.1276303,-185.254080515,-209.630904902,48.7536487746,47.3973781318,48.632401562,44.9273312714,40.3728551483,-59.9564193856,77707.405,77997.061234,77417.748766
1788149700000,77699.225,77784.620237,-189.611852003,-205.627098263,16.0152462595,38.6509310251,50.9184444468,14.1159041816,38.7086077114,-108.372021246,77699.225,78003.8799581,77394.5700419,77699.225,77784.620237,-189.611848902,-205.627093702,32.0304895999,39.406423833,45.5570756523,27.1051201944,38.7086076248,-108.372021246,77699.225,78003.8799581,77394.5700419
1788150600000,77704.26,77761.5611668,-186.302276021,-201.762133815,15.4598577933,30.634942766,40.9966241722,9.91157995371,40.6530968671,-103.932242004,77704.26,77994.7290304,77413.7909696,77704.26,77761.5611668,-186.30227315,-201.762129591,30.9197128837,37.7972051348,42.9704521465,27.4507111115,40.653096789,-103.932242004,77704.26,77994.7290304,77413.7909696
1788151500000,77701.755,77745.2315319,-177.789049528,-196.967516957,19.1784674293,35.9733742969,35.0864160293,37.7472908321,42.2937783825,-87.4531818187,77701.755,77995.2391084,77408.2708916,77701.755,77745.2315319,-177.789046869,-196.967513047,38.356932356,41.8370833955,42.5926625628,40.3259250608,42.2937783114,-87.4531818187,77701.755,77995.2391084,77408.2708916
1788152400000,77701.65,77743.5332907,-158.140350144,-189.202083595,31.0617334507,54.2360052156,40.2814407595,82.1451341278,46.8574741417,-25.8587508137,77701.65,77995.0958281,77408.2041719,77701.65,77743.5332907,-158.140347682,-189.202079974,62.123464584,53.9621915942,46.3825055733,69.121563636,46.8574740884,-25.8587508137,77701.65,77995.0958281,77408.2041719
1788153300000,77706.37,77764.9777392,-121.694897918,-175.700646459,54.005748541,68.3026346783,52.8373380636,99.2332279077,53.776269778,136.886934434,77706.37,78013.4902963,77399.2497037,77706.37,77764.9777392,-121.694895639,-175.700643107,108.011494936,61.5676797716,51.4442303061,81.8145787027,53.7762697478,136.886934434,77706.37,78013.4902963,77399.2497037
1788154200000,77703.165,77781.2274784,-94.3943880788,-159.439394783,65.0450067045,75.6990729443,66.0792376127,94.9387436074,52.7615154171,137.456972567,77703.165,77999.1085235,77407.2214765,77703.165,77781.2274784,-94.3943859679,-159.439391679,130.090011422,65.0805047527,55.9896551216,83.2622040149,52.761515385,137.456972567,77703.165,77999.1085235,77407.2214765
1788155100000,77707.095,77800.1677185,-68.3795226708,-141.227420361,72.84789769,75.7575757576,73.2530944601,80.7665383526,54.017768095,158.592122179,77707.095,78015.3027772,77398.8872228,77707.095,77800.1677185,-68.3795207163,-141.227417487,145.69579354,69.5163086456,60.4985396296,87.5518466776,54.0177680667,158.592122179,77707.095,78015.3027772,77398.8872228
1788156000000,77726.07,77819.0850787,-45.7265139019,-122.127239069,76.4007251671,77.1739130435,76.2101872485,79.1013646335,54.5645848623,126.981947488,77726.07,78056.2647916,77395.8752084,77726.07,77819.0850786,-45.7265120922,-122.127236408,152.801448631,73.3534284251,64.7835025614,90.4932801525,54.5645848354,126.981947488,77726.07,78056.2647916,77395.8752084
1788156900000,77738.24,77835.1817378,-28.3108914886,-103.363969553,75.0530780643,79.6442687747,77.5252525253,83.8823012736,54.1676505619,130.004886495,77738.24,78087.6662348,77388.8137652,77738.24,77835.1817378,-28.310889813,-103.363967089,150.106154551,75.4080262529,68.3250104586,89.5740578416,54.1676505344,130.004886495,77738.24,78087.6662348,77388.8137652
1788157800000,77755.115,77855.6501437,-9.39767288577,-84.5707102195,75.1730373337,82.9380764163,79.9187527448,88.9767237593,56.1578307712,121.640288616,77755.115,78129.6540248,77380.5759752,77755.115,77855.6501437,-9.39767133423,-84.5707079378,150.346073207,79.6951306207,72.1150505126,94.8552908369,56.157830749,121.640288616,77755.115,78129.6540248,77380.5759752
1788158700000,77777.35,77874.2072729,5.55938069636,-66.5446920363,72.1040727327,85.2820157532,82.6214536481,90.6031399635,56.171053902,113.487984867,77777.35,78166.3144791,77388.3855209,77777.35,77874.2072729,5.55938213297,-66.5446899237,144.208144113,82.4832490787,75.5711167013,96.3075138335,56.1710538799,113.487984867,77777.35,78166.3144791,77388.3855209
1788159600000,77786.51,77895.7113422,21.1632331531,-49.0031069984,70.1663401515,89.8857203944,86.0352708546,97.5866194739,57.8646834188,112.307169315,77786.51,78196.252709,77376.767291,77786.51,77895.7113422,21.1632344833,-49.0031050423,140.332679051,86.0982779965,79.0801704664,100.134493057,57.8646834009,112.307169315,77786.51,78196.252709,77376.767291
1788160500000,77803.56,77922.7674048,39.5131092014,-31.2998637585,70.8129729599,87.2944656827,87.4874006101,86.9085958279,60.5137087229,132.525406307,77803.56,78247.5361633,77359.5838367,77803.56,77922.7674048,39.5131104331,-31.2998619472,141.625944761,84.2307104048,80.7970171125,91.0980969892,60.5137087112,132.525406307,77803.56,78247.5361633,77359.5838367
1788161400000,77831.955,77952.7324139,58.0343726672,-13.4330164733,71.4673891406,87.4950868274,88.2250909682,86.0350785458,62.3535006927,116.536984041,77831.955,78309.3843057,77354.5256943,77831.955,77952.7324139,58.0343738077,-13.4330147962,142.934777208,85.7075900794,82.4338747682,92.255020702,62.3535006848,116.536984041,77831.955,78309.3843057,77354.5256943
1788162300000,77868.27,77972.8912316,66.0606118764,2.46570919663,63.5949026798,80.6940413488,85.161197953,71.7597281405,58.625354646,105.452635851,77868.27,78330.5937052,77405.9462948,77868.27,77972.8912316,66.0606129324,2.4657107495,127.189804366,81.4467931851,82.1048475738,80.1306844077,58.6253546322,105.452635851,77868.27,78330.5937052,77405.9462948
1788163200000,77893.595,77987.177781,68.2856071329,15.6296887839,52.655918349,73.3602778044,80.5164686602,59.0478960929,56.5551459726,87.008409913,77893.595,78353.4399455,77433.7500545,77893.595,77987.177781,68.2856081106,15.6296902217,105.311835778,73.7959569861,79.3352173779,62.7174362025,56.555145956,87.008409913,77893.595,78353.4399455,77433.7500545
1788164100000,77912.21,77994.2275161,64.3287161557,25.3694942582,38.9592218975,56.8113472184,70.2885554572,29.8569307408,53.528672546,48.1861239612,77912.21,78367.5226174,77456.8973826,77912.21,77994.2275161,64.328717061,25.3694955896,77.9184429429,62.2021572143,73.6241973234,39.3580769962,53.5286725256,48.1861239612,77912.21,78367.5226174,77456.8973826
1788165000000,77937.5,78022.0439432,78.4521922715,35.9860338609,42.4661584106,56.8401205774,62.3372485334,45.8458646654,61.6019353061,108.733863338,77937.5,78416.3218917,77458.6781083,77937.5,78022.0439432,78.4521931098,35.9860350936,84.9323160323,65.8052779673,71.0178908714,55.3800521593,61.6019352995,108.733863338,77937.5,78416.3218917,77458.6781083
1788165900000,77973.44,78061.54452,100.629249715,48.9146770318,51.7145726835,68.1887484895,60.6134054285,83.3394346117,65.8710045858,143.551519796,77973.44,78487.568114,77459.311886,77973.44,78061.54452,100.629250491,48.9146781732,103.429144636,74.7169080864,72.2508966097,79.6489310397,65.8710045847,143.551519796,77973.44,78487.568114,77459.311886
1788166800000,78025.865,78113.9021848,130.777893015,65.2873202284,65.4905727865,81.3723830233,68.8004173634,106.516314343,70.0313943436,186.747714107,78025.865,78574.4834732,77477.2465268,78025.865,78113.9021848,130.777893734,65.2873212852,130.981144897,75.9997591483,73.5005174559,80.9982425332,70.0313943468,186.747714107,78025.865,78574.4834732,77477.2465268
1788167700000,78082.395,78161.7115005,153.275230153,82.8849022132,70.3903279394,83.4066941318,77.6559418815,94.9081986322,70.1347475104,184.073214623,78082.395,78629.5566049,77535.2333951,78082.395,78161.7115005,153.275230818,82.8849031918,140.780655252,77.0379903651,74.6796750923,81.7546209107,70.1347475137,184.073214623,78082.395,78629.5566049,77535.2333951
1788168600000,78138.76,78210.1008814,173.454337823,100.998789335,72.4555484877,81.0757051359,81.951594097,79.3239272136,71.3802337953,160.318062658,78138.76,78684.0941852,77593.4258148,78138.76,78210.1008814,173.454338439,100.998790241,144.911096396,79.8743940223,76.411248069,86.8006859289,71.3802337996,160.318062658,78138.76,78684.0941852,77593.4258148
1788169500000,78183.405,78236.0912737,172.386067903,115.276245049,57.1098228541,75.9716752198,80.1513581625,67.6123093344,61.7663764639,128.533671635,78183.405,78686.307919,77680.502081,78183.405,78236.0912736,172.386068473,115.276245888,114.219645171,74.3340531895,75.7188497758,71.564460017,61.7663764598,128.533671635,78183.405,78686.307919,77680.502081
1788170400000,78221.82,78260.8159143,170.597696109,126.340535261,44.2571608481,71.1898794606,76.0790866054,61.4114651709,62.1397254687,67.9557859513,78221.82,78696.0836592,77747.5563408,78221.82,78260.8159143,170.597696637,126.340536038,88.5143211991,71.1457239667,74.1944745061,65.0482228878,62.139725465,67.9557859513,78221.82,78696.0836592,77747.5563408
1788171300000,78244.04,78275.3191605,160.663243038,133.205076816,27.4581662221,60.977841429,69.3797987031,44.1739268807,58.1616993066,61.3497399247,78244.04,78710.3604538,77777.7195462,78244.04,78275.3191605,160.663243527,133.205077536,54.9163319839,65.7341783918,71.3743758013,54.4537835726,58.1616993,61.3497399247,78244.04,78710.3604538,77777.7195462
1788172200000,78271.915,78296.0601928,157.430685869,138.050198627,19.380487242,60.0473938135,64.071704901,51.9987716385,60.7804577939,61.5264848529,78271.915,78727.6844956,77816.1455044,78271.915,78296.0601928,157.430686322,138.050199293,38.7609740577,63.9767951537,68.9085155855,54.1133542902,60.7804577896,61.5264848529,78271.915,78727.6844956,77816.1455044
1788173100000,78306.99,78332.7782697,168.141010754,144.068361052,24.0726497021,64.8473883,61.9575411808,70.6270825383,66.1558597816,103.942070356,78306.99,78775.32959,77838.65041,78306.99,78332.7782697,168.141011174,144.068361669,48.1452990096,69.0408797626,68.9526369778,69.2173653321,66.1558597812,103.942070356,78306.99,78775.32959,77838.65041
1788174000000,78336.625,78357.4184345,167.428689673,148.740426776,18.6882628968,67.2094698222,64.0347506452,73.5589081762,61.7960526084,87.0126483938,78336.625,78798.1680765,77875.0819235,78336.625,78357.4184345,167.428690062,148.740427347,37.3765254283,66.6930304446,68.1994348001,63.6802217337,61.7960526056,87.0126483938,78336.625,78798.1680765,77875.0819235
1788174900000,78359.84,78366.4642979,153.866287804,149.765598982,4.10068882235,59.1613051366,63.7393877529,50.0051399038,55.6937663766,49.0192047406,78359.84,78794.8722995,77924.8077005,78359.84,78366.4642979,153.866288164,149.765599511,8.20137730635,56.56786517,64.3222449234,41.0591056631,55.6937663709,49.0192047406,78359.84,78794.8722995,77924.8077005
1788175800000,78375.225,78365.6391267,133.940573659,146.600593917,-12.6600202587,38.727021662,55.0325988736,6.11586723878,51.9374581502,3.51731300999,78375.225,78786.4662522,77963.9837478,78375.225,78365.6391267,133.940573992,146.600594407,-25.3200408308,43.6673096322,57.437266493,16.1273959106,51.937458143,3.51731300999,78375.225,78786.4662522,77963.9837478
1788176700000,78386.775,78357.6258765,110.716261167,139.423727367,-28.7074662007,19.3930336223,39.0937868069,-20.008472747,49.0631823916,-29.7465869935,78386.775,78773.1082338,78000.4417662,78386.775,78357.6258765,110.716261475,139.42372782,-57.4149326914,30.4433289847,48.4392873236,-5.54858769308,49.0631823836,-29.7465869935,78386.775,78773.1082338,78000.4417662
1788177600000,78400.83,78359.8615073,99.2041501124,131.379811916,-32.1756618038,17.5686400882,25.2295651242,2.24679001628,52.7399124577,-10.9219667026,78400.83,78764.1778449,78037.4821551,78400.83,78359.8615073,99.2041503978,131.379812336,-64.3513238762,30.5770039959,42.485192881,6.76062622567,52.7399124517,-10.9219667026,78400.83,78764.1778449,78037.4821551
1788178500000,78394.6,78330.8461257,63.0564374619,117.715137025,-54.6586995635,13.1873676443,16.7163471183,6.12940869636,42.0454561117,-99.1962576445,78394.6,78776.6832004,78012.5167996,78394.6,78330.8461257,63.0564377262,117.715137414,-109.317399376,21.9587964056,35.6430607225,-5.40973222832,42.0454561033,-99.1962576445,78394.6,78776.6832004,78012.5167996
1788179400000,78375.475,78285.5179232,18.038640514,97.7798377231,-79.7411972091,18.6173516925,16.457786475,22.9364821276,37.0700983194,-202.226604848,78375.475,78820.264118,77930.685882,78375.475,78285.5179232,18.0386407586,97.7798380829,-159.482394649,21.4009708818,30.8956974423,2.4115177609,37.0700983106,-202.226604848,78375.475,78820.264118,77930.685882
1788180300000,78362.455,78249.1828829,-13.5204726563,75.5197756472,-89.0402483035,16.6040396383,16.1362529917,17.5396129314,38.9763858242,-182.385818722,78362.455,78844.8516023,77880.0583977,78362.455,78249.1828829,-13.5204724297,75.5197759804,-178.08049682,22.5354532064,28.1089493637,11.3884608918,38.9763858162,-182.385818722,78362.455,78844.8516023,77880.0583977
1788181200000,78358.915,78230.4130845,-26.2779490984,55.1602306981,-81.4381797965,28.3237717935,21.1817210414,42.6078732977,44.443114151,-106.957046346,78358.915,78849.2649578,77868.5650422,78358.915,78230.4130845,-26.2779488886,55.1602310066,-162.87635979,28.3174947012,28.1784644762,28.5955551512,44.4431141451,-106.957046346,78358.915,78849.2649578,77868.5650422
1788182100000,78356.85,78210.3642193,-38.5423201103,36.4197205364,-74.9620406467,34.7434746766,26.5570953695,51.1162332908,43.5300439518,-125.823462897,78356.85,78852.516636,77861.183364,78356.85,78210.3642193,-38.5423199161,36.4197208221,-149.924081476,32.0598059619,29.4722449714,37.234927943,43.5300439458,-125.823462897,78356.85,78852.516636,77861.183364
1788183000000,78340.97,78187.3485794,-51.7962595629,18.7765245166,-70.5727840794,39.1994930156,34.0889131619,49.4206527231,42.050691682,-102.250640217,78340.97,78864.2417653,77817.6982347,78340.97,78187.3485794,-51.796259383,18.7765247811,-141.145568328,34.0973615988,31.0139505139,40.2641837687,42.0506916759,-102.250640217,78340.97,78864.2417653,77817.6982347
1788183900000,78310.63,78153.3153814,-72.6545168597,0.490316241302,-73.144833101,33.3489994812,35.7639890578,28.5190203279,38.2576153976,-127.81775041,78310.63,78876.7683827,77744.4916173,78310.63,78153.3153814,-72.6545166932,0.490316486206,-146.289666359,30.174940095,30.7342803743,29.0562595365,38.2576153911,-127.81775041,78310.63,78876.7683827,77744.4916173
1788184800000,78273.07,78125.390107,-85.7673450341,-16.7612160138,-69.0061290203,28.7569008186,33.7684644385,18.7337735788,39.5323398441,-101.164052993,78273.07,78853.9181905,77692.2218095,78273.07,78125.390107,-85.7673448799,-16.761215787,-138.012258186,28.7060042286,30.0581883257,26.0016360343,39.5323398381,-101.164052993,78273.07,78853.9181905,77692.2218095
1788185700000,78242.17,78113.248192,-84.0709301276,-30.2231588365,-53.847771291,30.9213043219,31.0090682072,30.7457765512,45.1186507338,-81.4751905325,78242.17,78812.4353807,77671.9046193,78242.17,78113.248192,-84.0709299848,-30.2231586266,-107.695542716,34.0258972799,31.3807579771,39.3161758855,45.1186507295,-81.4751905325,78242.17,78812.4353807,77671.9046193
1788186600000,78232.75,78148.310269,-43.213956282,-32.8213183256,-10.3926379564,51.2770523631,36.9850858345,79.8609854204,59.3196417079,33.9847739883,78232.75,78780.2172355,77685.2827645,78232.75,78148.310269,-43.2139561498,-32.8213181312,-20.7852760371,50.483045257,37.7481870704,75.9527616302,59.3196417068,33.9847739883,78232.75,78780.2172355,77685.2827645
